Chr11	TSSStart	TSSStop	GeneName	P4D7F4_R1	P4D7F4_R2	Ev9D_R1	Ev9D_R2	Ev12A_R1	Ev12A_R2	MiniXist_R1	MiniXist_R2	DelB_MiniXist_R1	DelB_MiniXis_R2	739D12_R1	739D12_R2	CL3_DelR1N_FBC_R1	CL3_DelR1N_FBC_R2	CL6_DelBFLXist_R1	CL6_DelBFLXist_R2
chr11	45955502	45955503	Thg1l	0.006851614	0.113313042	0	0.020746281	0.2346	0.2438	0	0	0	0	0	0	0	0.067391554	0.077872501	0.114659764
chr11	46054501	46054502	Adam19	0	0.001125404	0	0	0.1269	0.099	0.032	0.0299	0	0	0.211327047	0.02783653	0	0	0	0
chr11	46084026	46084027	Gm1821	0.02593246	0.700135152	0	0	0	0	0.3271	0.0833	0	0	0	0	0	0	0	0.542541867
chr11	46166358	46166359	Nipal4	0	0	0	0.786195206	0.0922	0.3034	0	0.3137	0.6912	0.0297	0.012377914	0.480569913	0.181892082	0.072349158	0	0
chr11	46232134	46232135	Mir6989	0.187767641	0.356234097	0.309579697	0	0.0877	0	0.3497	0.3535	0	0	0	0.35616451	0.006310367	0.068034219	0	0.223920271
chr11	46312858	46312859	Cyfip2	0	0.024767539	0.060230673	0.121061911	0.0152	0	0.0029	0.0295	0.1137	0.0812	0	0	0	0	0.05543723	0
chr11	47379301	47379302	Sgcd	0	0	0.516636266	0.2638608	0	0	0	0.3768	0.0556	0.614	0.088968958	0.08903872	0	0	0	0
chr11	48800359	48800360	Gnb2l1	0.009284933	0.053484059	0	0.040417821	0.0062	0.008	0	0.0717	0.0337	0	0.088599189	0	0	0	0.040321605	0.016750241
chr11	48817390	48817391	Trim41	0.149160333	0.076175472	0.120270714	0.371793911	0	0.1784	0	0	0.1269	0.2202	0.392612316	0.102042646	0.148403385	0.147544632	0	0
chr11	48826137	48826138	Trim7	0	0	0.244559893	0	0	0	0	0	0.2292	0	0	0.099933959	0.224079397	0.176829572	0.087868687	0
chr11	49203499	49203500	Zfp62	0	0	0.024458902	0	0.0211	0	0.0321	0	0.0664	0.0121	0	0	0	0	0.021882039	0.043007964
chr11	49244190	49244191	Mgat1	0	0	0.525134885	0.211125329	0	0.1355	0.3372	0.1993	0	0.0419	0.194312499	0.137405039	0	0	0	0
chr11	49609678	49609679	Flt4	0.16782335	0.022951883	0.032450364	0.20161797	0.2094	0.2106	0.0571	0.0451	0.2061	0.06	0.245271132	0.037804357	0	0	0.081214764	0.187057496
chr11	49712721	49712722	Cnot6	0.059211596	0.059183565	0.02539104	0.089415739	0	0	0	0.0224	0	0	0.121502	0.137753196	0	0	0	0
chr11	49794154	49794155	Gfpt2	0.002803987	0	0	0.125440269	0	0.0399	0	0.1168	0.0444	0.0335	0.297509274	0.106694077	0	0	0	0.008976911
chr11	49846750	49846751	Mapk9	0.052925668	0.022599816	0	0	0	0	0.1194	0.1949	0	0.0208	0.587144896	0.425799105	0.024198127	0	0	0
chr11	50025330	50025331	Rnf130	0	0	0	0	0.2616	0.115	0.1075	0	0.0367	0	0	0	0	0	0	0.088096371
chr11	50131359	50131360	Tbc1d9b	0	0.125412799	0.132594479	0.195362479	0	0.081	0.1106	0.2232	0.0038	0	0.374685589	0.291502677	0	0	0.000223185	0
chr11	50174850	50174851	3010026O09Rik	0.037627019	0.080569366	0.101414293	0.157800063	0	0	0	0.1336	0	0	0.806769908	0.851886415	0	0.047905218	0	0.050364066
chr11	50210819	50210820	Sqstm1	0	0	0	0	0.0447	0	0.1319	0.2088	0.035	0.0195	0	0.026866684	0.011803984	0	0	0
chr11	50225334	50225335	Mgat4b	0	0	0.215790066	0	0.0552	0.1444	0.2576	0	0.0906	0.1728	0	0	0.122497313	0.132173667	0	0
chr11	50292335	50292336	Maml1	0.090003117	0.041470537	0.063582158	0.063311016	0	0.1555	0	0	0	0	0.042619142	0.009948566	0.01792269	0	0	0
chr11	50325672	50325673	Canx	0	0	0.00080457	0	0.022	0.0353	0.0058	0.0288	0	0.014	0.037759451	0	0	0	0.022972328	0
chr11	50377718	50377719	Hnrnph1	0	0	0.086045304	0.099692863	0	0	0.003	0.062	0	0	0	0.046868189	0	0	0	0
chr11	50431110	50431111	Rufy1	0	0	0	0.047058441	0	0	0.2547	0.1768	0.0582	0	0.157234313	0.04232331	0	0	0.003048621	0.065829673
chr11	50602084	50602085	Adamts2	0	0	0.27682086	0.095839522	0.7498	0.4114	0.0624	0	0.2144	0	0.122792181	0	0.02976753	0.181429245	0	0
chr11	50827730	50827731	Zfp354c	0.034570482	0	0.042019061	0	0	0.0208	0.008	0.1116	0	0	0.31624908	0.232806665	0	0.029715106	0.006648501	0.051760085
chr11	50841551	50841552	Zfp879	0.140618793	0	0.437341564	0.005008229	0.7557	0	0.3262	0	0	0	1	1	0	0	0	0
chr11	50887442	50887443	Zfp454	0.211951756	0.246732552	0	0	0.2992	0.2631	0.0695	0.2144	0.394	0.6259	0.309862204	0.158925052	0	0	0	0
chr11	50916160	50916161	Zfp2	0.035678253	0	0.009944568	0.101698935	0.2179	0.1103	0.0637	0.112	0	0	0.418454306	0.410912415	0	0	0	0.012828105
chr11	51059256	51059257	Zfp354a	0	0	0.245127555	0.332685656	0	0	0	0	0	0	0.121367081	0.105868759	0	0	0.068607445	0
chr11	51220417	51220418	5133400J02Rik	0.052706568	0.106546677	0	0.037674679	0.0976	0	0.0624	0	0.2273	0.1131	0	0	0.030815755	0.029451237	0.05677402	0.06815149
chr11	51263170	51263171	Clk4	0	0.079083788	0.172399598	0.132229269	0	0.1454	0.1102	0	0	0	0.148589189	0	0	0	0.012061171	0.134557521
chr11	51289919	51289920	Col23a1	0	0	0	0	0.994	0.3655	0.3078	0	0.0784	0.1269	0	0	0	0	0	0
chr11	51584756	51584757	Phykpl	0.044727734	0	0	0	0	0	0.1763	0.1719	0	0.0436	0	0	0	0	0	0
chr11	51606880	51606881	Hnrnpab	0.069772009	0.198944801	0	0	0.015	0.1817	0	0	0	0.1467	0.453470518	0.90953724	0.068048156	0.366494226	0	0
chr11	51619772	51619773	Nhp2	0.22920067	0.104552509	0	0	0.1101	0.0951	0	0.0628	0	0.0437	0.161371554	0.136548425	0.005777138	0	0	0.01949146
chr11	51635895	51635896	Rmnd5b	0	0.021608842	0	0	0	0.1597	0	0	0.0557	0	0	0	0.104731211	0.046606087	0	0
chr11	51650953	51650954	D930048N14Rik	0.059653158	0.181022003	0.003646934	0.182453462	0.1765	0.1312	0.2539	0	0.0255	0	0.110246939	0	0	0.008325701	0	0.000147931
chr11	51651072	51651073	N4bp3	0.141348124	0.086968654	0.24176469	0.056753637	0.1066	0.2029	0	0	0.1395	0.1589	1	0.452567699	0.01466747	0	0.033720382	0.045008502
chr11	51688633	51688634	0610009B22Rik	0.144900419	0.03089845	0	0.16254545	0.4651	0.1947	0.1017	0.0314	0.0494	0	0.085234246	0.232937905	0	0	0.052666683	0.113001123
chr11	51756833	51756834	Sec24a	0	0	0	0.11339522	0.2392	0	0	0.1951	0.1157	0	0	0	0	0	0.153181672	0.107809359
chr11	51763662	51763663	Sar1b	0	0.040382206	0	0.136646165	0.0533	0.0705	0	0	0.0113	0	0	0	0	0	0.055433004	0.006400555
chr11	51857480	51857481	Jade2	0.078807133	0	0.066736373	0.117385089	0.1174	0.1624	0.1127	0.0629	0	0	0.043770824	0	0	0	0.030030722	0.032556622
chr11	51967630	51967631	Cdkn2aipnl	0.157482092	0.048157955	0.242187731	0.027658602	0.2306	0.113	0.0167	0	0	0.11	0	0	0.041865501	0.059646086	0	0.033190851
chr11	52000465	52000466	Ube2b	0.026965214	0.004509493	0	0.000348262	0.0546	0.1107	0.1026	0.0282	0	0.0509	0	0	0	0	0.022991741	0.052620377
chr11	52004220	52004221	Cdkl3	0	0	0	0	0	0.1242	0.0497	0.0397	0	0	0.128299927	0.369905502	0	0	0.340607149	0.391735222
chr11	52098823	52098824	Ppp2ca	0.01416192	0.011863673	0.034371497	0.063904187	0.105	0	0.0482	0	0.0545	0	0.073682824	0	0	0	0	0
chr11	52231994	52231995	Skp1a	0.007899621	0	0	0	0.0667	0.1251	0.0025	0.0083	0	0	0.138033273	0	0	0	0	0.058215305
chr11	52282570	52282571	Tcf7	0.087341313	0.016324062	0	0	0.1629	0	0.0736	0.0572	0	0	0.215740254	0.176347359	0	0	0	0
chr11	52361114	52361115	Vdac1	0	0.048391546	0.047058229	0.116875982	0.0148	0.1331	0.0806	0.1181	0.0678	0.0168	0.206464796	0	0	0	0.021349186	0.034195895
chr11	52396427	52396428	9530068E07Rik	0.06425929	0	0	0	0.1692	0	0.029	0.2079	0	0	0	0	0	0	0.019107591	0
chr11	52764705	52764706	Fstl4	0	0	0	0	0.3012	0.4319	0.1375	0	0	0	0.176934418	0.231505662	0.009114625	0.955788373	0	0
chr11	53300478	53300479	Hspa4	0.042400296	0.069902565	0.05236866	0.068769798	0	0.0606	0.0403	0.0654	0.0174	0	0	0	0	0	0	0.046755076
chr11	53324688	53324689	Zcchc10	0.058130085	0.01119536	0	0.114614396	0.2964	0.064	0.2209	0.0336	0	0	0.113921477	0.119551951	0	0	0.036830854	0
chr11	53350766	53350767	Aff4	0	0.006304552	0.070347633	0	0.0984	0.2081	0.0382	0.0615	0	0	0.088252557	0.034457445	0	0	0	0
chr11	53430830	53430831	Uqcrq	0.058329021	0	0.028939217	0.148167189	0.3824	0.3073	0.5213	0.1553	0	0.0068	0	0.313134778	0	0.052422574	0	5.01E-05
chr11	53519735	53519736	Sept8	0	0	0.120678885	0	0	0	0.2449	0.2139	0.1109	0	0.179968528	0.333862669	0	0.115874882	0	0
chr11	53567368	53567369	Kif3a	0.02539579	0	0	0	0.0098	0.2458	0.1505	0.2186	0	0	0.083432504	0.034589305	0.136945797	0.085758214	0.09967925	0.162131995
chr11	53707318	53707319	Rad50	0	0.025138302	0.089352808	0.021625576	0.1	0.2052	0.0736	0.1023	0	0	0	0	0	0	0	0
chr11	53770013	53770014	Irf1	0.058633297	0.155683849	0	0	0.1318	0.1572	0.2712	0.1337	0	0	0	0.099200656	0.159811423	0.126899177	0.052125414	0.040160805
chr11	53859255	53859256	Gm12216	0.332908911	0	0.07395616	0	0	0.2369	0.2721	0.3005	0.1383	0	0.124492336	0.495733023	0.004320352	0.096621237	0.018454723	0
chr11	53891702	53891703	Slc22a5	0	0	0.485057916	0.3253505	0.0828	0.4403	0.2105	0.0705	0.1672	0.071	0.31479534	0.553978016	0	0	0.038719557	0.033364584
chr11	53980026	53980027	Slc22a21	0.030985394	0.037072003	0	0	0	0.2236	0.4984	0.4139	0	0	0	0	0.19448726	0.033588015	0.053134777	0
chr11	54069016	54069017	Pdlim4	0.165981252	0	0.023889983	0	0	0.4507	0.8722	0.2737	0.0317	0	0.492704404	1	1	1	0	0
chr11	54100923	54100924	P4ha2	0.074834346	0.077046903	0.054548394	0.206811109	0.2339	0.0021	0.2622	0.0915	0	0	0.287160335	0.689705514	0	0	0.057614186	0.134448007
chr11	54303823	54303824	Acsl6	0	0.003783251	0.237709759	0	0	0	0.2727	0.1093	0.0994	0.0534	0	0	0	0.006159845	0.268194296	0.411914639
chr11	54370651	54370652	4930404A10Rik	0	0	0	0.508202342	1	0.8958	0	0	0.3225	0.0443	1	1	0.598957681	0.211685522	0	0.559410323
chr11	54438178	54438179	Fnip1	0.016071138	0	0.165972061	0	0.1546	0.038	0.0421	0	0.0585	0.033	0	0	0	0	0	0.018768461
chr11	54522844	54522845	Rapgef6	0.060432066	0.016821888	0.051986032	0.088878631	0	0.078	0	0.0395	0.0969	0.1156	0	0	0.051972439	0	0	0
chr11	54787702	54787703	Cdc42se2	0	0.059704012	0.021824631	0.04076167	0.1395	0.2465	0	0.0961	0.0778	0.0154	0.071243654	0.015482153	0.108574594	0.129981412	0	0
chr11	54860590	54860591	Lyrm7	0.780319019	0.441046817	0.274411889	0	0	0	0	0	0	0	0	0.120353008	0.077334357	0.033908984	0.179553227	0.204030826
chr11	54866437	54866438	Hint1	0	0	0	0.017502448	0.0802	0.17	0.0315	0.0798	0	0	0.103876812	0.30440638	0	0	0.075719317	0
chr11	54902853	54902854	Gpx3	0	0	0	0.118515303	0.0565	0.0843	0	0	0	0	1	0.244645292	0.021088796	0.042962522	0.032806331	0.16495479
chr11	54962939	54962940	Tnip1	0	0.027164332	0.011505339	0.195248613	0.1003	0.1092	0.2406	0.2068	0	0.0373	0.207678274	0.143942456	0	0	0.089620769	0
chr11	55033470	55033471	Anxa6	0	0	0	0	0.0728	0.248	0.1215	0.1195	0	0	0	0.039779502	0.430051152	0.544674495	0	0
chr11	55097984	55097985	Gm2a	0.020686797	0	0	0	0.044	0.0186	0.2024	0.0032	0	0	0.07983516	0	0.116765571	0	0.125325129	0.073842399
chr11	55204339	55204340	Slc36a1	0.083885071	0.009155443	0.061020715	0.490222079	0.4536	0	0.2116	0.0657	0.0049	0.1271	0	0	0	0	0.163523352	0.0742503
chr11	55420079	55420080	Sparc	0	0.03001174	0	0	0.3349	0.1355	0.0556	0.1834	0	0.0055	0	0	0.108077	0.059403058	0.008740822	0.015028472
chr11	55461137	55461138	Atox1	0.045085916	0.007813455	0.050389426	0	0	0.0915	0	0.0523	0.0402	0.0242	0	0	0	0	0.01955924	0.00610123
chr11	55469751	55469752	G3bp1	0.090907078	0.059995589	0	0	0	0.0095	0.0361	0	0	0.0564	0.248885411	0.313162201	0.00450699	0.083776539	0	0.03408976
chr11	57518643	57518644	Fam114a2	0	0.067616872	0.067462057	0.064177353	0	0.0374	0.0941	0	0	0.0018	0	0	0.031217013	0.12338169	0	0
chr11	57518664	57518665	Mfap3	0.011349365	0	0.100390008	0	0.0772	0.1174	0.2102	0.0271	0.0577	0.0262	0.105120865	0	0.067760706	0	0.060543291	0
chr11	57645441	57645442	Galnt10	0.233228412	0.213007951	0.059239708	0	0.0806	0.0944	0	0.1354	0	0	0	0.056761313	0.307026207	0.207475827	0.029392754	0.039698677
chr11	57801636	57801637	Sap30l	0.005146197	0	0.313966582	0.13667678	0	0.0719	0.2321	0.2796	0.157	0.1849	0.113987258	0	0.063293465	0.18206344	0.084561628	0.178922026
chr11	58009063	58009064	Larp1	0	0	0	0.049537639	0.0499	0.0701	0.094	0.016	0	0.0272	0.094457564	0.09945617	0	0	0	0
chr11	58104152	58104153	Cnot8	0	0	0.037864572	0	0.0406	0.1501	0.0132	0.1594	0.1548	0.0691	0.471431406	0	0	0	0.034529406	0
chr11	58168538	58168539	Gemin5	0	0	0.079364684	0.04609237	0.06	0.1406	0.1485	0.0606	0.0587	0.0141	0.262594069	0.152097404	0	0	0	0
chr11	58171653	58171654	Mrpl22	0	0	0	0.381571457	0	0.2	0	0.179	0.1363	0.1757	0	0	0.090398204	0	0.000645047	0
chr11	58199555	58199556	Igtp	0	0.066415724	0	0	0.299	0.156	0.4077	0.379	0	0.7825	0.278567752	1	0.583164341	0	0.035310033	0.289768933
chr11	58307068	58307069	Zfp692	0.169147336	0.143384559	0.415287527	0.252288088	0.0505	0	0	0.1222	0	0.2775	0	0	0	0	0	0
chr11	58330338	58330339	Zfp672	0	0	0.153615824	0.162269378	0.1199	0.0668	0	0	0	0	0.165792664	0.178162297	0.058426135	0	0.001158401	0
chr11	58330717	58330718	Sh3bp5l	0.051882469	0.321178902	0.094391297	0	0.1774	0.3879	0.1486	0.1244	0.0927	0	0	0	0	0	0	0.125668703
chr11	58867239	58867240	2810021J22Rik	0.304851073	0.104586845	0	0	0.0039	0.1014	0	0.0427	0.0631	0	0	0	0.04631057	0.131849788	0	0.099791871
chr11	58904224	58904225	Zfp39	0.056880711	0	0.07551113	0.091947687	0	0	0.1486	0.271	0.1015	0.1027	0	0	0.017605097	0	0	0
chr11	58938905	58938906	Rnf187	0	0	0	0	0	0	0.0645	0.0319	0	0	0.130918711	0	0	0	0	0.036361094
chr11	58948910	58948911	Hist3h2ba	0.3544867	0.574955706	0	0.13467287	0.0101	0	0	0	0	0.0056	0.078458832	0	0	0	0	0.028954704
chr11	58954511	58954512	Hist3h2bb-ps	0.107050754	0.33833976	0	0	0.0474	0	0	0	0	0	0.122074259	0.477052559	0	0	0	0.041087601
chr11	58954684	58954685	Hist3h2a	0	0	0	0.02119662	0.0219	0.0126	0.0327	0	0	0	0.180150951	0	0	0	0.022937031	0
chr11	58978092	58978093	Trim11	0	0	0.100474435	0.026650636	0.1326	0	0.1194	0.0444	0.0293	0	0	0	0	0	0.010840583	0
chr11	59163744	59163745	Iba57	0	0.206951076	0.071318992	0.290110259	0	0	0.0586	0	0.033	0.303	0	0.096992526	0	0.053759913	0.008753757	0.083849152
chr11	59183212	59183213	Gjc2	0.165234017	0	0	0.224782642	0.5183	0	0.0639	0.6318	0	0	0.680447333	0.84875579	0.502215662	0.236926253	0	0.083785687
chr11	59191951	59191952	Guk1	0.142416307	0.04834462	0.257231687	0.05449165	0.2739	0.268	0.1502	0.064	0	0	0.798545171	0.924137715	0	0	0.06278411	0
chr11	59202516	59202517	Mrpl55	0	0.211596746	0.0508331	0.554384001	0.1048	0	0.0518	0.4163	0.1039	0	0.140372345	1	0	0	0.083726147	0
chr11	59208360	59208361	2310033P09Rik	0	0	0	0.595105264	0	0.1539	0.0141	0.2824	0.0513	0.1357	0	0	0	0	0.027796248	0.144341458
chr11	59228266	59228267	Arf1	0.094277066	0.064208726	0	0.03915998	0	0.0654	0	0	0	0.1461	0.352260469	0.538446107	0.105605388	0.310641095	0	0
chr11	59306929	59306930	Wnt9a	0.059847976	0	0	0	0	0	0.0393	0.0227	0.2147	0	0	0.089887822	0.064269058	0.136525117	0.104407032	0
chr11	59449955	59449956	Snap47	0	0.099115496	0	0	0.0834	0.0384	0.0129	0	0	0	0	0	0	0	0.043517402	0
chr11	59450044	59450045	Jmjd4	0	0	0.169876409	0.274552826	0.266	0.1774	0	0	0.0597	0.1872	0.177619161	0.23020192	0	0	0.038137872	0
chr11	59472473	59472474	Zfp867	0.037653477	0.045834489	0.045615641	0	0.4375	0.3775	0.1412	0.2295	0.0014	0.0175	0	0.274692371	0	0	0	0
chr11	59505684	59505685	4933439C10Rik	0.167166531	0.065882012	0.078207084	0	0.0517	0.2521	0.2643	0.2438	0	0.1173	0	0	0.145604962	0	0.062505657	0
chr11	59506639	59506640	Zkscan17	0.005907152	0	0.011630365	0	0	0	0.2079	0.0952	0	0	0.085445427	0.153460824	0.120129854	0.200599985	0	0
chr11	59662494	59662495	Mprip	0	0	0.065639516	0	0.0946	0.0861	0.0234	0.1046	0	0	0.074598402	0.053936462	0	0	0.204197729	0.09676134
chr11	59787656	59787657	Pld6	0.196594949	0.042431176	0.168516721	0.249909423	0.178	0.1388	0	0	0	0	0.334808166	0.899690285	0.11442653	0.122041773	0	0
chr11	59810038	59810039	Flcn	0	0.013263861	0	0	0.2378	0.0638	0.1748	0.1534	0	0	0	0	0	0	0	0.008633179
chr11	59810079	59810080	Gm16062	0	0.04322037	0.304997868	0	0	0	0	0	0.1474	0.2047	0.044864729	0.169703061	0	0	0.116846326	0.095568195
chr11	59839766	59839767	Cops3	0.144562787	0.110167606	0	0	0.0075	0.0262	0.0655	0	0.1995	0.0211	0	0.186892459	0	0.001436349	0.012995723	0
chr11	59848072	59848073	Nt5m	0.889632414	0.765911371	0	0.537461743	0	0	0	0	0.2858	0	0	0	0	0.095053643	0	0
chr11	59948213	59948214	Med9	0.078618547	0.148495856	0.029778493	0.235516163	0.0581	0	0	0	0.1152	0.1203	0.070582234	0.360176877	0	0	0.002293866	0.108570735
chr11	60046488	60046489	Pemt	0.163072571	0.197752447	0.323865039	0.155243731	0	0.0637	0	0	0.0155	0.3374	0.202308479	0.117665014	0	0	0.19728768	0.005600291
chr11	60105012	60105013	Rai1	0	0	0.310855928	0.158494335	0.0755	0.2445	0.0141	0.153	0	0.0121	0.219736054	0.17436387	0	0	0.016871668	0
chr11	60220603	60220604	Srebf1	0	0	0.022936346	0	0.0779	0.0332	0.0012	0.1052	0	0	0.2258818	0.051100728	0	0	0	0
chr11	60352904	60352905	Tom1l2	0.119942146	0	0	0.027816761	0.6555	0.3838	0.1072	0.2447	0.0247	0.1645	0.149574964	0.043175702	0.182183459	0.123662335	0.156276108	0.164909963
chr11	60353379	60353380	Lrrc48	0	0	0.094503286	0	0.2834	0.1417	0.1992	0.1621	0	0.1481	1	1	0	0	0	0
chr11	60417098	60417099	Atpaf2	0.084982787	0.054974198	0.240408335	0.183633499	0.1625	0	0	0	0.0091	0	0.353396243	0.209174978	0	0	0.065422124	0
chr11	60417144	60417145	Gid4	0	0.015148459	0	0.023744109	0.1121	0.0573	0.1236	0.2445	0.1138	0.0306	0	0	0	0	0	0
chr11	60454616	60454617	Drg2	0	0.011540362	0	0	0.1276	0.1574	0.0309	0.0218	0.0734	0.0008	0.03797564	0.244375541	0	0	0.051773733	0.016364306
chr11	60469338	60469339	Myo15	0	0.060264814	0	0	0	0.1933	0	0.0379	0	0.076	0.687623002	0.462792206	0	0	0	0.160833435
chr11	60537682	60537683	Alkbh5	0.032234786	0	0	0	0.0885	0.1072	0.1941	0.1489	0.0632	0	0.077941902	0	0	0	0.023805355	0.041531414
chr11	60699689	60699690	Llgl1	0	0	0	0	0	0	0	0	0	0.0239	0.10440918	0	0	0	0.021982354	0
chr11	60727220	60727221	Flii	0	0	0.135757082	0	0.0749	0.1753	0.1534	0.1494	0	0.0813	0.508205738	1	0	0	0	0
chr11	60728397	60728398	Mief2	0.338921456	0	0	0	0.263	0.0534	0.0429	0.4698	0	0	1	1	0	0	0	0.064124474
chr11	60777364	60777365	Top3a	0	0	0.028466314	0	0.2043	0.0851	0	0.1645	0	0	0	0	0.0114139	0	0.090781826	0.039600738
chr11	60777524	60777525	Smcr8	0.006091463	0	0	0	0.1051	0	0.0177	0.0526	0.0035	0	0.064161307	0.207384345	0.089222897	0	0.013466463	0
chr11	60811264	60811265	Shmt1	0	0.011016858	0.115613445	0.01828023	0.1903	0.2692	0.0292	0.0164	0	0	0.134581579	0.05766332	0	0	0	0.080288087
chr11	60830630	60830631	Dhrs7b	0	0.03377736	0	0.187119266	0.428	0.214	0.0984	0.2134	0.013	0	0.377149459	0.50460101	0	0	0	0
chr11	60879037	60879038	Tmem11	0	0	0.341773209	0.128585956	0	0.0038	0.0252	0	0.0787	0.0454	0	0	0	0.030330677	0	0
chr11	60913791	60913792	Gm16515	0	0.031195195	0	0.080428093	0.0638	0.0542	0.0649	0.177	0	0	0	0	0.025162773	0	0	0
chr11	60931866	60931867	Map2k3os	0	0	0	0	0	0	0.0882	0.0351	0.0083	0.1765	0	0	0	0	0.050146308	0.013901109
chr11	60932056	60932057	Map2k3	0	0	0	0	0.1217	0.1142	0.0947	0.0489	0	0	0.069460728	0.108843161	0	0	0	0
chr11	61022563	61022564	Kcnj12	0	0.120511727	0	0	0.3784	0.1874	0.2844	0.0577	0.1314	0.0894	0.398746538	0	0	0	0.093417686	0.007347071
chr11	61175058	61175059	Usp22	0	0	0.030541323	0	0.1275	0.144	0.0867	0.133	0	0	0.012229841	0.029553709	0.056528758	0.043947024	0.023567314	0.016205393
chr11	61267126	61267127	Aldh3a2	0.038908728	0	0.45664754	0.302157311	0	0.1216	0.0706	0.2364	0.0842	0	0.111178436	0.261518433	0.398015305	0.366111365	0.042805767	0.035218245
chr11	61342859	61342860	Slc47a2	0.176962193	0.092225382	0.282468704	0	0	0	0.0263	0.2455	0	0	1	1	0	0.259113153	0.32060913	0.239419223
chr11	61378074	61378075	Slc47a1	0.105516768	0.014925284	0	0	0.4741	0.1459	0.1211	0.5313	0.6996	0.3793	0	0	0.366480066	0.216311801	0.514162756	0.592343854
chr11	61494265	61494266	Mapk7	0	0	0	0	0.1077	0.1011	0.3164	0.1817	0	0	0	0	0.128453301	0.075491533	0.045351212	0.02159084
chr11	61505171	61505172	B9d1	0.053427129	0.126153675	0	0	0.0424	0.0146	0.1447	0.0818	0.1404	0.1175	0	0.022325787	0	0	0.033131522	0.091422478
chr11	61579686	61579687	Epn2	0	0.007450265	0	0	0.0036	0.0017	0.1561	0.0696	0	0	0	0	0	0	0.030473959	0.033549985
chr11	61684409	61684410	Fam83g	0.039648363	0	0	0	0	0.0014	0	0.0569	0.0024	0	0	0	0.148249646	0.099987362	0.004022615	0.021676092
chr11	61762087	61762088	Prpsap2	0	0	0.104106198	0.031521754	0.1574	0.161	0.0176	0.0158	0.1146	0.0551	0.177007153	0	0	0	0.029597721	0.06005879
chr11	61855091	61855092	Ulk2	0.154503814	0.177205203	0.110812047	0.197183714	0	0.1016	0.1411	0.0514	0	0.1835	0	0	0.216785161	0.357394816	0.449965671	0.369905051
chr11	61930256	61930257	Akap10	0	0	0.051281323	0	0	0	0.0181	0	0	0	0	0	0	0.016321897	0.01257968	0.030399266
chr11	61956762	61956763	Specc1	0	0	0.176319648	0.243400174	0.1876	0.2403	0.1592	0.1436	0.0679	0.0047	0	0.000785778	0	0	0	0
chr11	62248983	62248984	Adora2b	0	0	0	0	0	0	0.2753	0.6241	0.1766	0.1117	0	0	0.144638215	0.147810956	0.09093046	0.048359474
chr11	62281394	62281395	Zswim7	0	0	0	0	0	0	0	0	0	0	0	0	0.043125301	0.11683666	0.193635056	0.156340247
chr11	62281472	62281473	Ttc19	0	0	0.325102864	0.294997804	0	0	0.0517	0.1022	0	0	0.276879659	0.126824859	0	0	0	0
chr11	62457331	62457332	Ncor1	0	0.034123756	0	0	0	0	0.0834	0.1107	0.0062	0.0684	0.044524201	0.025710345	0	0	0.100563599	0.131115905
chr11	62458459	62458460	Pigl	0.058946848	0	0.205206983	0.115567894	0	0	0.0102	0	0	0.1091	0	0.162837649	0.035682687	0.008800114	0	0
chr11	62539260	62539261	Cenpv	0	0.02970496	0.019589759	0.316169352	0.0153	0.2506	0	0	0	0.0453	0	0.192058515	0	0	0.185214443	0.160443621
chr11	62602876	62602877	2410006H16Rik	0	0	0.02199434	0	0	0	0.0304	0	0	0	0.041833538	0.013164442	0.011198167	0	0	0.007497706
chr11	62648522	62648523	Lrrc75a	0	0	0	0	0.0567	0	0.0829	0	0	0	0.137237417	0.218829083	0.429264359	0.481780227	0	0
chr11	62648663	62648664	Mmgt2	0.280938577	0.125782755	0	0.335139036	0	0.2345	0.3901	0.1053	0	0.229	0	0.051594946	0	0	0	0
chr11	62789416	62789417	Zfp286	0	0	0	0.101154673	0	0.0073	0.2747	0	0	0	0.415126369	0.172080789	0	0	0	0.120778504
chr11	62879489	62879490	Tvp23b	0.092344379	0	0.108727573	0.076373012	0.0681	0.1221	0.1333	0.25	0.0529	0	0.120265251	0	0	0	0.004721319	0.008515931
chr11	63131509	63131510	Pmp22	0	0	0	0	0.098	0.4879	0	0	0.0626	0.0887	0.230890881	0.038664438	0	0	0.095780934	0
chr11	63922283	63922284	Hs3st3b1	0.082384237	0	0.366952227	0.431765712	0	0.0261	0.1846	0.2175	0	0	0.772494339	0.263283187	0.837323772	0.880212887	0	0
chr11	64079471	64079472	Cox10	0.071543024	0.068003745	0.001521663	0	0	0.0132	0	0	0.065	0.0094	0	0	0	0	0.085155164	0.098138409
chr11	64079483	64079484	2810001G20Rik	0.062575713	0	0.009275612	0	0.2752	0	0	0	0.0772	0	0.460351592	0.01011776	0	0	0	0.093457124
chr11	64435331	64435332	Hs3st3a1	0	0	0	0.200541415	1	0	0.3761	0.0667	0.2815	0.0538	0.835230029	0	0	0	0.211223949	0.098089442
chr11	64979034	64979035	Elac2	0	0.18957685	0	0	0.0856	0	0	0.0068	0	0.0957	0.164236825	0.024038252	0	0.004814701	0	0
chr11	65162960	65162961	Arhgap44	0	0.061514277	9.47E-05	0.037294982	0.0871	0.1799	0.0808	0.0513	0.0278	0	0.129629116	0.031231599	0	0	0.007755866	0.02174484
